1  Successful authentication is a prerequisite for the processing of any on-line or offline CEPS transaction . 
1  On-line authentication must take place between the card issuer and the CEP card for load unload and currency exchange transactions . 
1  The card issuer and the CEP card share a secret key to generate and verify MACs . 
1  Off-line authentication must take place between a PSAM in the POS device and the CEP card for purchase and cancel last purchase transactions . 
1  The card and the PSAM must use a public key algorithm for mutual authentication and session key exchange, as no permanent shared secret key may exist between the CEP card and the PSAM . 
1  To load value into a slot of the CEP card securely, the load device establishes a connection between the issuer and the CEP card . 
1  The card should use a unique diversified secret key, personalized into the card, to generate and authenticate transaction signatures . 
1  If this is not a cash load, the funds issuer needs to verify that the funds are requested by the legitimate account owner, which is normally done by the presentation of an enciphered PIN . 
1  The card issuer needs to ensure that the load acquirer is guaranteeing payment for the electronic value, and that the card is authentic . 
1  The load acquirer needs to ensure that the issuer is the true owner of the card, and, in the case of an apparent failure of the load, the load acquirer needs the card presented to authenticate the failure . 
1  The load device sends S1 in an authorization request to the issuer . 
1  The load device also provides for verification of the identity of the cardholder (with either on-line or off-line PIN verification) and forwards verification data in the authorization request . 
1  The issuer validates S1 to authenticate the card and the data to be used in the transaction . 
1  The issuer sends S2 to the load acquirer in the authorization response message . 
1  Unloads are permitted only to an account controlled by the card issuer and are performed only at a load device under the control of the card issuer . 
1  The cardholder must have an account relationship with the card issuer, and funds removed from the card are credited to the cardholder account only after the card issuer authenticates the card . 
1  The issuer needs only to authenticate the card, and the card needs only to authenticate the issuer and that the data is the same as used by the issuer . 
1  The card generates S1, using data from the card and load device, and sends S1 to the card issuer to authenticate the card and the data that is to be used in the transaction . 
1  The card issuer generates S2, which is sent to the card to allow the card to validate the card issuer authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended . 
0  In the case of an unsuccessful completion, exception processing outlined in the On-line Exception Processing section is performed. . 
1  During a purchase transaction, the CEP card must ensure that it is dealing with an authentic POS device, and it must generate a signature to allow the card issuer to verify the integrity of the transaction . 
1  The POS device must ensure that it is dealing with an authentic card, and guarantee integrity of transactions and batches to the merchant acquirer . 
1  In the case of a reversal, the CEP card must re-authenticate the PSAM . 
1  The card must ensure that the transaction is performed by the same POS device as was used for the purchase being canceled, and that the amount of the cancellation is the same as the amount of the purchase, or, in the case of an incremental purchase, the same as the amount of the last step . 
1  During a Cancel Last Purchase transaction, the CEP card is authenticated by the PSAM in the POS device . 
1  The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM, and that the transaction being canceled is part of the active batch . 
1  The card issuer and the merchant acquirer also authenticate the transaction when they receive it . 
1  Transmissions between host systems should be protected by MACs based on unique keys that are shared by the nodes involved . 
1  The transaction signatures ensure end to end integrity of transmitted data for load unload and currency exchange transactions . 
1  These totals are used by the merchant acquirer to ensure the integrity of the batch . 
1  The count and amount of the transactions in the batch must be protected by the S4 MAC, This information is not part of the card issuer verification process . 
1  Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs . 
1  These merchant acquirers must then assign unique identifiers to PSAMs . 
1  Each PSAM must maintain a transaction count, The unique PSAM ID and the transaction count are used during a conversation with a CEP card. The transaction count must not be reset during the life of the PSAM . 
1  Contain the CA public RSA key, the PSAM private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card . 
1  Perform the calculation required to generate a signature using the PSAM private RSA key, to allow the CEP card to validate the PSAM . 
0  Contain the latest transaction count and amount of batches that have not been deleted from the POS device by the merchant or merchant acquirer. . 
0  Contain the details of a transaction between the initialize command for that transaction and the initialize command for the next transaction. . 
1  Be the entity that maintains control over the flow of a transaction, ensuring that all security is enforced . 
1  Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction . 
0  Ensure that each batch of transactions is cleared and settled once and only once. . 
0  Send transactions to card issuers or their processors in a standard format defined in agreement with the scheme provider. . 
1  Ensure that CA public keys, aggregation parameters, blocking lists and issuer certificate revocation lists from the scheme providers are sent to the POS devices . 
1  Share one or more MAC keys with connecting processors, create a MAC on each transmission sent to another processor, and verify the MAC on each transmission received from another processor . 
0  Send transactions to other processors in a standard format defined in agreement with the scheme provider. . 
0  If a supported scheme provider has a dispute resolution process, participate in that dispute resolution process with connecting processors to resolve any issues related to invalid transactions. These resolution processes should include a mechanism for repayment of funds associated with invalid transactions. . 
1  The scheme provider must ensure that the entire process between merchants, merchant acquirers, card issuers, and processors is auditable and reconcilable . 
0  Payment for a transaction is only required when a detail transaction is submitted for payment, A merchant acquirer may choose to pay the merchant using the batch total. . 
0  The timing of payment to the merchant must be established between the merchant and the merchant acquirer. . 
1  A purchase transaction may be reversed, prior to the removal of the CEP card from the POS device, by sending a purchase reversal command to the CEP card, The CEP card must authenticate the PSAM using certificates previously exchanged . 
1  The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM . 
1  The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction, computes a new S4 MAC on the updated batch total count and amount, and logs the transaction . 
1  The CEP card authenticates the PSAM using the certificates previously received and the S2, The CEP card increments the value of the purse and logs the transaction . 
0  The CEP card sends a response to the reversal command to the POS device. The reversal is considered to be successful even in the event of a negative response or no response from the CEP card. . 
0  After the CEP card is inserted in the POS device, the POS device initiates the cancel last purchase transaction. . 
0  If the POS device supports multiple applications or multiple transaction types, an interaction between the terminal and consumer or sales agent determines the CEP application and the function to be performed (cancel last purchase transaction). . 
1  The CEP card verifies that the PSAM is the PSAM used in the original transaction, computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled, and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch, the command is not allowed . 
1  The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC . 
1  The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it . 
1  A credit command, which contains the S2 MAC computed by the PSAM using the session key, is sent to the CEP card . 
1  The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction . 
1  A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data . 
0  The batch is sent to the merchant acquirer. Delivery may involve transmission to multiple intermediate locations or it may be direct to the merchant acquirer. . 
0  The merchant acquirer validates the batch to ensure that it has been transmitted correctly and enters it into the log. . 
0  If the business rules allow this transaction is to be aggregated, the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer, a new aggregation record for the card issuer must be created. . 
0  The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch. . 
1  Each POS transaction completed at the POS device is given a S5 MAC by the PSAM, which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC, which must also be validated by the merchant acquirer . 
1  The merchant acquirer validates the PSAM MACs prior to accepting the POS transactions for payment. In addition, selected data elements are validated to ensure correct processing by the POS device and its PSAM . 
1  Each purchase transaction is signed by the CEP card with a S6 MAC, which is used by the card issuer to validate that the transaction was made with a legitimate, not counterfeit, CEP card. The card issuer validates the CEP card MAC . 
0  After investigation, if the merchant acquirer decides, based on scheme rules, to accept the transactions, a method must exist to settle them and forward them to the card issuer. . 
0  A transaction that passes merchant acquirer validations and is forwarded to the card issuer is paid for by the card issuer. If the transaction does not pass card issuer validations, the card issuer may follow the scheme provider dispute procedures. . 
1  Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement, the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions . 
0  POS transactions that were rejected for payment by the merchant acquirer are flagged with an error code indicating the type of validation failure and are forwarded to the card issuer for CEP card history information only. . 
1  Off-line PIN verification must include both encrypted and unencrypted PIN . 
1  The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted) . 
