1  All applications under the GlobalPlatform shall be implemented in a hardware-neutral secure runtime environment . 
1  The run time environment shall be responsible to separate secure storage for the application code and data . 
0  The run time environment shall responsible to establish communication services between card and off-card entities . 
1  Security domain shall ensure complete seperation of keys among the card issuers and other application providers . 
1  Security Domains shall support security services such as key handling, encryption, decryption, digital signature generation and verification for their providers' such as card issuer, applicaiton providers and controlling authority . 
0  The GlobalPlatform Environment(OPEN) shall responsible for to provide an API to applications,command dispatch, Application selection, (optional) logical channel management, and Card Content management . 
0  The OPEN shall responsible to load application code, card content and memory management . 
1  The OPEN shall responsible to enforce security principles defined for Card Content management . 
0  The OPEN shall own the GlobalPlatform register that contains information for managing the card, Executable Load Files,Applications, Security Domain associations, and privileges . 
1  The GlobalPlatform API shall provides services to the application such as card verification and security services . 
0  The GlobalPlatform API shall provides services to the card content management such as card locking and application life cycle state update . 
1  The primary goal of the GlobalPlatform is to ensure the security and integrity of the card's components for the life of the card. These components are The runtime environment,The OPEN,The Issuer Security Domain,Supplementary Security Domains, The Applications . 
1  To ensure card security and integrity, the GlobalPlatform is designed to support a range of secure mechanisms for: Data integrity, Resource availability, Confidentiality, Authentication . 
1  The Card Issuer is responsible for Generating and loading the Issuer Security Domain keys, . 
1  The Card Issuer is responsible for Enforcing standards and policies for Application Providers governing all aspects of Applications to be provided to the Card Issuer or operated on the Card Issuer's cards . 
0  The Card Issuer is responsible for Working with Application Providers to create and initialize Security Domains other than the Issuer Security Domain . 
0  The Card Issuer is responsible for Managing the application code loading and installing both on a Pre-Issuance and Post-Issuance basis . 
1  The Card Issuer is responsible for Cryptographically authorizing load, install, and extradition to be performed by Application Providers . 
1  The Application Provider is responsible for Generating the keys for its own Security Domains or obtaining Security Domain keys from a trusted third party . 
1  The Application Provider is responsible for Working with the Card Issuer to load generated keys into the Application Provider's Security Domain, . 
0  The Application Provider is responsible for Providing applications that meet the Card Issuer's security standards and policies, . 
1  The Application Provider is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity . 
0  The Application Provider is responsible for Obtaining pre-authorization for load, install, and extradition from the Card Issuer, . 
0  The Application Provider is responsible for Returning receipts for load, install, delete, and extradition, according to the Card Issuer's policy . 
1  A Controlling Authority is responsible for Generating the keys for its own Security Domain or obtaining Security Domain keys from a trusted third party . 
1  A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain, . 
1  A Controlling Authority is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity . 
1  The runtime environment is responsible for Providing an interface to all Applications that ensures that the runtime environment security mechanisms cannot be bypassed, deactivated, corrupted or otherwise circumvented . 
1  The runtime environment is responsible for Performing secure memory management . 
1  Secure memory management shall ensure that Each application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card . 
1  Secure memory management shall ensure that When more than one logical channel is supported, each concurrently selected Application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card . 
1  Secure memory management shall ensure that The previous contents of the memory is not accessible when that memory is reused, . 
1  Secure memory management shall ensure that The memory recovery process is secure and consistent in case of a loss of power or withdrawal of the card from the card reader while an operation is in progress . 
1  Each Trusted Framework present on the card shall Check the application access rules of the inter-acting Applications according to their respective privileges, . 
1  Each Trusted Framework present on the card shall Enforce the Trusted Framework security rules for inter-application communication, including the rules, defined in appendix G . 
1  Each Trusted Framework present on the card shall Ensure that incoming messages are properly routed unaltered to their intended destinations, . 
1  Each Trusted Framework present on the card shall Ensure that any response messages are properly returned unaltered (except for any cryptographic protection) to the original receiver of the incoming message . 
1  The OPEN shall Provide an interface to all Applications that ensures that the GlobalPlatform security mechanism cannot be bypassed, deactivated, corrupted or otherwise circumvented . 
1  The OPEN shall Check application access rules according to the Applications' privileges, . 
0  The OPEN shall Manage card and Application Life Cycle . 
1  The OPEN shall Ensure that the Card Content changes are authorized by the Card Issuer, . 
1  The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card, . 
1  The OPEN shall Ensure that application code has been signed by Application Providers represented on the card, if required . 
1  Security Domains enforce the security policies of their off-card Security Domain Provider . 
1  When applicable a Security Domain shall Communicate with off-card entities in accordance with its Security Domain Provider's security policy in Pre-Issuance and Post-Issuance . 
1  When applicable a Security Domain shall Manage on-card data securely, . 
1  When applicable a Security Domain shall Provide cryptographic protection services for its own Applications during their personalization and optionally during their subsequent operation . 
0  When applicable a Security Domain shall Request the OPEN to load, install, extradite, and delete card content, . 
0  When applicable a Security Domain shall Return to the off-card entity any receipt for load, install, extradition, and delete, . 
1  When applicable a Security Domain shall Verify the authorization for Card Content changes initiated by an off-card authority, . 
0  When applicable a Security Domain shall Generate receipts for load, install, extradition, and delete, . 
1  When applicable a Security Domain shall Verify the load file data block signature when requested by the OPEN . 
0  A Global Services Application shall Be able to provide services to other Applications, such as CVM services, . 
1  A Global Services Application shall Hold the Global Services application-related data securely, . 
1  A Global Services Application shall Perform internal security measures as required by the service . 
1  Applications should Expose only data and resources that are necessary for proper application functionality . 
1  Applications should Perform internal security measures required by the Application Provider . 
1  The back-end systems (multiple back-end systems may exist for a single card), which communicate with the cards, perform the verifications, and manage the off-card key databases, also shall be trusted . 
1  One of the major requirements for a GlobalPlatform card is the ability to provide a minimum level of cryptographic functionality. This cryptography is, for example, used for the generation of signatures, and is available for use by the Applications present on the card . 
1  The Issuer Security Domain shall implement one Secure Channel Protocol . 
1  A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol . 
1  A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm . 
1  A GlobalPlatform card may also support asymmetric cryptography such as the Rivest / Shamir / Adleman (RSA) algorithm . 
1  When present, services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications . 
1  It is the responsibility of the Card Issuer or the Controlling Authority to set up the appropriate off-card procedures to comply with the governmental restrictions upon cryptography. Features to disable or restrict cryptography usage by Applications on a card are beyond the scope of this Specification . 
1  The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card . 
1  The Load File Data Block Hash is used in the computation of The Load File Data Block Signature . 
0  The Load File Data Block Hash is used in the computation of The Load Token . 
1  When present during the loading of a Load File to the card, each signature shall be verified by the appropriate Security Domain . 
1  Tokens shall be verified by the appropriate Security Domain . 
0  The appropriate Security Domain may generate Receipts during Delegated Management . 
0  A GlobalPlatform card may provide security services related to information exchanged between the card and an offcard entity . 
0  The security level of the communication with an off-card entity does not necessarily apply to each individual message being transmitted but can only apply to the environment and/or context in which messages are transmitted . 
0  The concept of the Life Cycle of the card (see section 5.1 - Card Life Cycle) may be used to determine the security level of the communication between the card and an off-card entity . 
1  A GlobalPlatform card offers Entity authentication - in which the card or the off-card entity proves its authenticity to the other entity through a cryptographic exchange, . 
1  A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered, . 
1  A GlobalPlatform card offers Confidentiality - in which data being transmitted from the sending entity (the off-card entity or card) to the receiving entity (respectively the card or off-card entity) is not viewable by an unauthenticated entity . 
1  The life cycle models is responsible to functionality and security of Card, Executable Load Files, Executable Modules, Security Domains, and Applications . 
0  The OPEN shall owns and maintains the Life Cycle information within the GlobalPlatform Registry . 
1  The OPEN shall be responsible to maintain security and administration of the card and its content . 
0  At OP_READY state, the OPEN shall be available and ready for execution . 
0  At OP_READY state, the runtime environment shall be ready for execution . 
0  At OP_READY state, issuer security domain shall be implicitly selected application for all card interfaces . 
0  At OP_READY state,Executable Load Files that were included in Immutable Persistent Memory shall be registered in the GlobalPlatform Registry . 
0  At OP_READY, initial key shall be available within the issuer security domain . 
1  The off-card entity under the OP_READY state may insert Security Domain keys in order to maintain a cryptographic key separation from the Issuer Security Domain keys . 
1  The SECURED state may be used to enforce the relevant security policies of the security domain and applications . 
1  The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain . 
0  The CARD_LOCKED state shall has the ability to disable the selected security domain and application . 
0  The card under CARD_LOCKED state shall only allow the application to select the final application privilege . 
